iter	MultiClass
172	0.8327927883
173	0.8326809015
174	0.8325387208
175	0.8323856882
176	0.8322805684
177	0.8320575312
178	0.8319370943
179	0.8318252604
180	0.8316719633
181	0.8314997305
182	0.8312990225
183	0.8310981682
184	0.8309875617
185	0.8307825166
186	0.8306361709
187	0.8305325802
188	0.830363811
189	0.8302687459
190	0.83016104
191	0.8300354226
192	0.8298951298
193	0.829797625
194	0.8296851272
195	0.829554285
196	0.8293826538
197	0.8292206295
198	0.8291131642
199	0.8289045407
200	0.8287449432
201	0.8285967857
202	0.8285021394
203	0.8283453813
204	0.828258443
205	0.8281208819
206	0.8279957319
207	0.8278541578
208	0.8276934788
209	0.82758807
210	0.827474066
211	0.8273660232
212	0.827294984
213	0.8272235835
214	0.8270993501
215	0.8269823434
216	0.8269112892
217	0.8267771571
218	0.8266164283
219	0.8264958892
220	0.8263512628
221	0.8262505975
222	0.8260452388
223	0.8259211188
224	0.8258126091
225	0.8256909561
226	0.8255999527
227	0.8255234408
228	0.8253884459
229	0.8252507879
230	0.825108473
231	0.8249299747
232	0.8248497429
233	0.8245638375
234	0.8244792521
235	0.8242845761
236	0.8241575512
237	0.8240191255
238	0.8239145736
239	0.8238150718
240	0.8236996781
241	0.8236312031
242	0.8235458074
243	0.8234170759
244	0.8233501553
245	0.8232347576
246	0.8231203891
247	0.8230337123
248	0.8229559975
249	0.8228475411
250	0.8227526389
251	0.8226508542
252	0.8225593663
253	0.822478854
254	0.8223644149
255	0.8222543409
256	0.8221407801
257	0.8220724632
258	0.8219432436
259	0.8218183578
260	0.8216076849
261	0.8215412501
262	0.8214936172
263	0.8214022039
264	0.8213068451
265	0.8211770233
266	0.8210732871
267	0.8210033259
268	0.8208890854
269	0.8207384742
270	0.8205857387
271	0.8204777584
272	0.8203884586
273	0.8202338336
274	0.8201478515
275	0.8200361265
276	0.8199150142
277	0.8198404892
278	0.8197447206
279	0.8196240405
280	0.8195117914
281	0.8194276185
282	0.8193847779
283	0.8192569352
284	0.8191489879
285	0.8190861185
286	0.8190065683
287	0.8189153741
288	0.818803881
289	0.818724442
290	0.8186779854
291	0.8185879033
292	0.8185177385
293	0.8183975255
294	0.8183022191
295	0.8182479794
296	0.8180989177
297	0.8179970496
298	0.8178706502
299	0.8177939793
300	0.8177455487
301	0.8176415569
302	0.8174525717
303	0.8173510173
304	0.8172532419
305	0.8171528432
306	0.8170931158
307	0.8170147168
308	0.8169288472
309	0.8168208603
310	0.8167531052
311	0.8166902717
312	0.8165673239
313	0.8164569386
314	0.8164110905
315	0.8163666363
316	0.8162791575
317	0.8162072626
318	0.816102345
319	0.8159893453
320	0.8158858722
321	0.8158330186
322	0.8157321562
323	0.8156498529
324	0.8155670429
325	0.8154862806
326	0.815351035
327	0.8150370582
328	0.8149489913
329	0.8149034902
330	0.8147843755
331	0.8147337056
332	0.8146473679
333	0.814494509
334	0.8144193914
335	0.8142617601
336	0.8141080772
337	0.8140673992
338	0.8139267713
339	0.8138669007
340	0.8137587366
341	0.8136582741
342	0.8134831948
343	0.8133138105
344	0.8131689571
345	0.8130294604
346	0.8128628681
347	0.8127603491
348	0.8126466657
349	0.8125205944
350	0.8123828996
351	0.8122993731
352	0.8121528368
353	0.8120174153
354	0.8119690009
355	0.8118757164
356	0.8117654031
357	0.8117183268
358	0.8116463161
359	0.8115325375
360	0.8114332728
361	0.8113711239
362	0.8113238125
363	0.8112592762
364	0.8112041402
365	0.8110915377
366	0.8109783111
367	0.8108756972
368	0.8107885049
369	0.8107023189
370	0.8105907928
371	0.8105214029
372	0.810391053
373	0.8102201971
374	0.8101478601
375	0.810078089
376	0.809974427
377	0.809910185
378	0.8098258881
379	0.8097200475
380	0.8096364994
381	0.8095630171
382	0.8094401371
383	0.8093556445
384	0.8092564002
385	0.8091816749
386	0.8091095975
387	0.8090390901
388	0.8089382477
389	0.808861198
390	0.8087171936
391	0.8086165774
392	0.8085294795
393	0.8084289637
394	0.8083477048
395	0.8082591923
396	0.8081412989
397	0.808045936
398	0.8079664211
399	0.8079208947
400	0.8077894818
401	0.807642159
402	0.8075588424
403	0.8075292741
404	0.8074205671
405	0.8073261576
406	0.807194535
407	0.8071160588
408	0.8070324422
409	0.8069619514
410	0.8069069004
411	0.8068091652
412	0.8067481209
413	0.8066745258
414	0.8065335358
415	0.8064127927
416	0.8062859511
417	0.8062021221
418	0.8061024333
419	0.8059853359
420	0.8058740734
421	0.8058143073
422	0.8057489213
423	0.8056007081
424	0.8055051047
425	0.8054080634
426	0.8053381416
427	0.8052555469
428	0.8051820853
429	0.8050650191
430	0.8049239723
431	0.804868421
432	0.8048199915
433	0.8047139936
434	0.8046502577
435	0.8045870954
436	0.8044752994
437	0.804395781
438	0.8043432522
439	0.8042615694
440	0.8042005499
441	0.8041124912
442	0.8040427278
443	0.8039551753
444	0.8038433072
445	0.803769697
446	0.8036325868
447	0.8035423451
448	0.8033579254
449	0.8032529054
450	0.8031549299
451	0.8030239448
452	0.8029318629
453	0.8028147609
454	0.8027236443
455	0.802658831
456	0.8025412466
457	0.8024613711
458	0.8023648583
459	0.8022677218
460	0.8021924913
461	0.8020913775
462	0.8019712777
463	0.8018923812
464	0.8017839101
465	0.8017227126
466	0.8016643919
467	0.8016181758
468	0.8013912775
469	0.8013043899
470	0.8011745914
471	0.8010740807
472	0.8010033386
473	0.8009415474
474	0.8008159493
475	0.8007504002
476	0.8006246561
477	0.8005480603
478	0.8004851932
479	0.8004527569
480	0.8003893019
481	0.8002951288
482	0.8002455183
483	0.8001677749
484	0.8000633541
485	0.7999770799
486	0.7998968273
487	0.799848591
488	0.799763178
489	0.7996722142
490	0.7995697977
491	0.7994999794
492	0.7993803949
493	0.7993007658
494	0.7991945075
495	0.7991578048
496	0.7990161597
497	0.7989309728
498	0.7988711634
499	0.7987861323
500	0.798679422
501	0.7985839181
502	0.7984566487
503	0.7984182394
504	0.7983453823
505	0.7982567869
506	0.7982055527
507	0.798129076
508	0.7980891553
509	0.7979627818
510	0.7978570007
511	0.7977413961
512	0.7976727874
513	0.7975922275
514	0.7974887758
515	0.7974162341
516	0.7972774706
517	0.7972027449
518	0.7971125492
519	0.7970439158
520	0.7969768966
521	0.7968735422
522	0.7968118888
523	0.7967398008
524	0.7966402643
525	0.7965260963
526	0.7963977608
527	0.7963294101
528	0.7962460594
529	0.7961850934
530	0.7961371689
531	0.7960154617
532	0.7959460431
533	0.7958642864
534	0.7957459401
535	0.7956390438
536	0.7955485342
537	0.7954619006
538	0.7954089206
539	0.7953447659
540	0.7952268027
541	0.7951787685
542	0.795071046
543	0.7950142642
544	0.794923958
545	0.7948455284
546	0.7947392289
547	0.7946222877
548	0.794582815
549	0.7944375445
550	0.7943240185
551	0.7942258769
552	0.7941056326
553	0.7940064937
554	0.7938861258
555	0.7937688177
556	0.7936755613
557	0.7936160987
558	0.7935382472
559	0.7934695051
560	0.7934119989
561	0.7933472049
562	0.7932489697
563	0.7931551828
564	0.7930699914
565	0.7929603857
566	0.7928748763
567	0.7928329144
568	0.7927763645
569	0.7927015877
570	0.792611996
571	0.7925882125
572	0.7925340667
573	0.79241275
574	0.792285729
575	0.7922304098
576	0.7921557656
577	0.792101324
578	0.7920464865
579	0.7919232968
580	0.7918498175
581	0.7917373565
582	0.7916775367
583	0.7916178641
584	0.7915115789
585	0.791457132
586	0.7913811389
587	0.7913068991
588	0.7911954149
589	0.791135283
590	0.7910548544
591	0.7909722997
592	0.790892922
593	0.7908023965
594	0.7907016323
595	0.7906437279
596	0.7905740232
597	0.7904979989
598	0.790420785
599	0.7903563045
600	0.7902675829
601	0.7902031755
602	0.790091972
603	0.7900063688
604	0.7899204876
605	0.7898625741
606	0.789802204
607	0.7897413161
608	0.7896066302
609	0.7895367615
610	0.7894579608
611	0.7893588446
612	0.7892700624
613	0.7891756008
614	0.7891126302
615	0.7890714846
616	0.7890092395
617	0.7889516938
618	0.7888623273
619	0.7886734823
620	0.7886194213
621	0.7885261102
622	0.7884439166
623	0.7883357037
624	0.788255391
625	0.7881235598
626	0.7880625427
627	0.7879855966
628	0.7878990926
629	0.7878343522
630	0.7877640347
631	0.787700241
632	0.7876558502
633	0.7876036181
634	0.7874994604
635	0.7874400449
636	0.7873862495
637	0.7873128491
638	0.7872556795
639	0.787176274
640	0.7870925881
641	0.7870273277
642	0.7869252396
643	0.7868615832
644	0.786753798
645	0.7866682705
646	0.786592139
647	0.7865231881
648	0.7864460907
649	0.7863468256
650	0.7862716439
651	0.7861982343
652	0.7861352855
653	0.7860227238
654	0.7859759853
655	0.7859052273
656	0.7858066084
657	0.7857381805
658	0.7856585635
659	0.7856141223
660	0.7855127508
661	0.7854556383
662	0.7854003907
663	0.7853412725
664	0.7852725271
665	0.7852030559
666	0.7851344133
667	0.7850366069
668	0.7849668253
669	0.7849229251
670	0.7848451039
671	0.7848040844
672	0.7847370698
673	0.7846873581
674	0.784612359
675	0.7845386379
676	0.7844686794
677	0.7844095151
678	0.7843242403
679	0.7842377048
680	0.7841901424
681	0.7840898112
682	0.7840232093
683	0.7839149368
684	0.7838155069
685	0.7837180761
686	0.7836604667
687	0.7836094896
688	0.7835096137
689	0.7834194184
690	0.7833603098
691	0.7833215637
692	0.7831906534
693	0.7831186643
694	0.7829897299
695	0.7829259423
696	0.7828412432
697	0.7827843671
698	0.782663411
699	0.7825562204
700	0.7825104678
701	0.7824602407
702	0.7823797091
703	0.7823414403
704	0.7822304174
705	0.7821566089
706	0.7820397601
707	0.7819209821
708	0.7818647854
709	0.7817595381
710	0.7817223229
711	0.7816724966
712	0.7816005556
713	0.7815440606
714	0.781457373
715	0.7813412301
716	0.7812343448
717	0.781190837
718	0.7810816361
719	0.7809919913
720	0.7809047194
721	0.7807968054
722	0.7807495797
723	0.7806667536
724	0.7805670272
725	0.7804958792
726	0.7804413629
727	0.7803562727
728	0.7802879989
729	0.7802260871
730	0.780143409
731	0.7801028782
732	0.7800390158
733	0.7799950604
734	0.7798996609
735	0.7797889109
736	0.7796591902
737	0.7795939431
738	0.7795402483
739	0.7794663839
740	0.7793861344
741	0.7793222939
742	0.7792187427
743	0.7790951773
744	0.7790238776
745	0.7789473737
746	0.7788593858
747	0.778820913
748	0.7787486642
749	0.7786986186
750	0.7786183276
751	0.7785544537
752	0.7784846794
753	0.7783968738
754	0.7782633595
755	0.778163586
756	0.7781153777
757	0.7780339727
758	0.7779503011
759	0.7778707924
760	0.7778295448
761	0.7777933653
762	0.7777402428
763	0.777662291
764	0.7775906963
765	0.7775168796
766	0.7774538137
767	0.7773990745
768	0.7773531926
769	0.7772842279
770	0.7772110482
771	0.7771544348
772	0.7770145442
773	0.7769580766
774	0.7768799615
775	0.7767905385
776	0.776713069
777	0.7766139906
778	0.7765295764
779	0.7764771434
780	0.7764115068
781	0.7763292804
782	0.7762250748
783	0.7761674278
784	0.7761350246
785	0.7759952414
786	0.775888282
787	0.7758312439
788	0.7757466015
789	0.7757244823
790	0.7756361115
791	0.7755686893
792	0.7755206031
793	0.7754167767
794	0.7753718032
795	0.7752858989
796	0.7751811371
797	0.7750810623
798	0.7750363198
799	0.7749832613
800	0.7749283018
801	0.7748689567
802	0.7747316974
803	0.7746633856
804	0.774592332
805	0.77452061
806	0.7744235023
807	0.7743647614
808	0.7742770942
809	0.7741607889
810	0.7740682146
811	0.7739710569
812	0.7738852541
813	0.7738530324
814	0.7738245675
815	0.7737729514
816	0.7737170674
817	0.7736347944
818	0.7735389325
819	0.7734744621
820	0.7733813984
821	0.7732580754
822	0.7732134326
823	0.7731362281
824	0.7730745206
825	0.7729714097
826	0.7728991369
827	0.7728436398
828	0.7727645442
829	0.7726718865
830	0.7726122077
831	0.7725496947
832	0.7724864515
833	0.7723955927
834	0.7723086069
835	0.7722245864
836	0.7721551314
837	0.7720762293
838	0.7720260157
839	0.7719750349
840	0.7719201075
841	0.7718747681
842	0.7717840656
843	0.7717122021
844	0.7716570239
845	0.7715726931
846	0.7715400025
847	0.7714495202
848	0.7713778163
849	0.7713444146
850	0.7712813769
851	0.7712058552
852	0.7711429307
853	0.7710640268
854	0.7710132237
855	0.7709409835
856	0.7709083258
857	0.7708141359
858	0.7707718274
859	0.7706979732
860	0.770615288
861	0.7705525544
862	0.7704744565
863	0.7703651101
864	0.7702971841
865	0.770213187
866	0.770157303
867	0.7700801729
868	0.769999959
869	0.7698773147
870	0.7698409145
871	0.7697679194
872	0.7696211023
873	0.7695303652
874	0.7694671362
875	0.7693715299
876	0.7693214463
877	0.7692660897
878	0.7692162965
879	0.7691684966
880	0.7691168245
881	0.769061597
882	0.7689970365
883	0.7688988933
884	0.7687714179
885	0.7687348875
886	0.768682444
887	0.7686333537
888	0.7685494674
889	0.7685138757
890	0.7684378608
891	0.7683986645
892	0.7683254756
893	0.7682772615
894	0.7681800992
895	0.7681030172
896	0.7680096221
897	0.7679731082
898	0.7678809668
899	0.7678283209
900	0.767745552
901	0.7676421281
902	0.7675518801
903	0.7674895714
904	0.7674071338
905	0.7673291292
906	0.76724388
907	0.7671428788
908	0.7670822381
909	0.7670412763
910	0.7669427253
911	0.7668723345
912	0.76681479
913	0.7667279597
914	0.7667035911
915	0.7666693822
916	0.76659502
917	0.7665138127
918	0.7664333646
919	0.7663368745
920	0.766231994
921	0.7661413239
922	0.766042258
923	0.7659963075
924	0.7659088808
925	0.7658695234
926	0.7657696737
927	0.7656631077
928	0.765615483
929	0.765545053
930	0.7654884583
931	0.7654370548
932	0.7653465318
933	0.7652731118
934	0.7652018969
935	0.7651558159
936	0.7650901127
937	0.7650324888
938	0.7649862231
939	0.7649034577
940	0.7648467343
941	0.7647879603
942	0.7647107366
943	0.7646208274
944	0.7645353876
945	0.7645045405
946	0.764423047
947	0.7643248976
948	0.7642537301
949	0.7642049241
950	0.7641092899
951	0.7640125522
952	0.7639549631
953	0.7638854889
954	0.7638357877
955	0.763782764
956	0.763717721
957	0.7636773632
958	0.763590425
959	0.7635566295
960	0.7634868656
961	0.7634281403
962	0.7633720268
963	0.7633312833
964	0.7632337612
965	0.7631743686
966	0.7630947959
967	0.7630682198
968	0.763012087
969	0.7629352671
970	0.7628754319
971	0.7627951084
972	0.7627227607
973	0.7626516372
974	0.7625356558
975	0.7624636535
976	0.7623933959
977	0.7622913612
978	0.7621981888
979	0.762105719
980	0.7620113883
981	0.7619422233
982	0.7618135049
983	0.7617636399
984	0.7616886378
985	0.761622289
986	0.7615823375
987	0.7615463942
988	0.7614735364
989	0.7614130835
990	0.7613777184
991	0.7613028808
992	0.7611863363
993	0.7611127732
994	0.7610354406
995	0.7609824692
996	0.7609241313
997	0.7608858185
998	0.7607944047
999	0.760748121
